id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
246475,"Morgan Stanley Smith Barney",www.morganstanleysmithbarney.com,"Brokerage Services",543,https://media.glassdoor.com/sqll/246475/morgan-stanley-smith-barney-squarelogo.png,3.4,OK,3.5,3.0,3.0,3.2,3.4,0.7,8975953,"2015-12-21 17:04:21.783","Wealth Management Intern","Westlake Village; CA","Must Work Place","Great office environment; incredibly friendly coworkers; eagerness to help out","While they offer many benefits and a very competitive salary; I wish they had given more time and attention to intern skill development and real-world securities knowledge",5,"Greg Fleming",President,161,73,27
432454,"Morgan Stanley Investment Management",www.morganstanley.com/im,"Investment Banking & Asset Management",59,https://media.glassdoor.com/sqll/432454/morgan-stanley-investment-management-squarelogo-1387312492090.png,3.5,Satisfied,3.5,2.9,3.3,3.3,3.3,0.8,8529092,"2015-11-03 18:44:24.313",Employee,,GOOD,"very good great super experience","good very nice experience enjoy",5,"James P. Gorman","Chairman & CEO",17,94,6
621535,"Morgan Stanley Huaxin Securities",www.morganstanleyhuaxin.com,"Brokerage Services",8,,3.8,Satisfied,4.0,4.0,4.7,4.0,3.6,1.0,8662348,"2015-11-16 17:27:33.147",Employee,,"Summer Analyst of Investment Banking Division","Nice people and nice lifestyle.","Compared to local investment banks; the business is not large in Mainland China",4,--,--,--,--,--
808728,"Morgan Stanley Huaxin Fund Management",www.msfunds.com.cn,"Investment Banking & Asset Management",2,,3.7,Satisfied,4.0,2.0,1.0,2.0,3.0,0.0,4416756,"2014-06-16 18:32:51.637",Employee,,"Summer analyst","Good team dynamics.   Good technical support","Few internship opportunities  Insufficient training programs",5,--,--,--,--,--

30,"Hess Corporation",www.hess.com,"Oil & Gas Exploration & Production",213,https://media.glassdoor.com/sqll/30/hess-corporation-squarelogo.png,3.8,Satisfied,3.7,3.4,4.0,3.3,3.5,0.7,9033142,"2015-12-30 09:18:00.437",Employee,"Woodbridge; NJ",Solid,"If you like responsibility and a fast paced environment; then this is the challenging you were looking for and plenty rewarding","High Stress; pulled in a lot of directions. Not always appreciated or recognized. Some times feel like you are taken for granted until the year end",4,"John B. Hess","Chairman and CEO",124,83,17
379093,"HESS International Educational Group",www.hess.com.tw,"K-12 Education",61,https://media.glassdoor.com/sqll/379093/hess-international-educational-group-squarelogo-1394673105896.png,3,OK,2.7,2.4,2.7,2.6,2.7,0.6,8782216,"2015-11-30 15:41:09.633",Employee,,"Native Speaking Teacher","Was hired in home country. Easy to pick-up extra hours. Good people.","There was lots of unpaid work",4,--,--,--,--,--
472600,"Hess Express",www.hessexpress.com,,26,https://media.glassdoor.com/sqll/472600/hess-express-squarelogo-1424095603210.png,3.1,OK,2.9,2.5,3.0,2.9,2.6,0.6,8465159,"2015-10-28 14:05:01.457","Assistant Manager","Jacksonville; FL","Disappointed and hurt Hess sold.","Room for advancement; benefits; incentives; excellent human resources;Great management; job work; job cilture; the hess way; H-hello; E- eye contact; S- smile; S- sincere thanks ; W- wow factor; A- always; Y- yes. Culture. Job security. Great retirement plan","Cutting of store hours; communication between district and store managers; Safety of employee's working night's in some stores; no coverage; up keep of store appearence inside and out; up keep of equippment. Yearly raises. SOLD",5,--,--,--,--,--
827797,"Wilco Hess",www.wilcohess.com,"Convenience Stores & Truck Stops",10,https://media.glassdoor.com/sqll/827797/wilco-hess-squarelogo-1432116166990.png,2.1,Dissatisfied,1.8,1.6,1.6,2.3,1.9,0.5,8694845,"2015-11-19 10:43:51.267","Assistant Manager","Warsaw; NC","Assistant Manager","training is awesome; if  you work hard you understand what you are supposed to be doing","some managers are not worth the pay you get to put up with the unprofessionalism and insults you have to deal with on a daily basis",3,--,--,--,--,--
374358,HETCO,www.hetco.com,Energy,9,https://media.glassdoor.com/sqll/374358/hetco-squarelogo-1442556583465.png,3,OK,2.4,3.0,2.8,2.7,3.2,0.4,8701402,"2015-11-19 22:52:08.55","Financial Analyst","New York; NY","Great people working there.","Great relaxed environment. Ability to work in different departments. Learn a lot. Use excel a lot. Get used to working in a corporate setting. Great cafeteria.","Lots of movement in the company. Had a new manager soon after I started. Kind of did busy work rather than meaningful work.",3,"John Hess","Chairman and CEO",0,0,0
726854,"The Hess Collection Winery",www.hesscollection.com,"Consumer Products Manufacturing",5,https://media.glassdoor.com/sqll/726854/the-hess-collection-winery-squarelogo-1434393843027.png,3.8,Satisfied,3.6,3.3,3.4,2.9,3.6,0.7,8839223,"2015-12-06 12:03:02.5","Tasting Room Sales Associate","Napa; CA","World-renowned Art with class act team","Great wine! Amazing product that basically sells itself. On going training and possibility of progressing within the company; though for the admin jobs you'll have to work somewhere else and then come back. Fun company outings and  flexible schedules; plus free wine bottles for meeting goals!","There could be more team building gatherings; the drive is beautifully curvy but you'll want to live in Napa or close to work here. You get out of it what you put in but you'll realize that if you're in the tasting room; sometimes you twiddle your fingers waiting for customers...so the job could get a little boring.",5,--,--,--,--,--
916864,"Hess and Associates",hessandassociates.webs.com,"Staffing & Outsourcing",4,,2,Dissatisfied,1.9,1.3,1.0,2.4,1.6,0.3,7956172,"2015-09-15 09:49:42.927",Employee,,"Great Place!","Easy to work for and with! Very honest.","Other than only offering 6.75 hours per day; my experience so far has been great!",5,--,--,--,--,--
596352,"Hess Fine Art",www.hessfineart.com,"Auctions & Galleries",2,,3.5,Satisfied,3.2,2.2,4.2,2.9,2.9,0.6,2603800,"2013-04-29 04:06:56.26","Internet Poster","Saint Petersburg; FL","Lots of benefits from a family business good possibility of advancement","Hess Fine Art offers an interesting variety of jobs from retail sales to fine art identification.  They offer a lot of benefits for a small family business; they pay part of your health insurance they offer vacation; paid holidays and sick/personal days.   The place is really busy and has way more going on then you think when you walk in.  Your position with this company can change as your skills change and they train and will even have education subsidies if the training will impact the company in a positive way.    You are expected to arrive ready to work and be self directed and if you do this consistently you  and have a lot of control of your workflow and what you do.  You are expected to cross train and to serve the customer at all time; you will need to answer phones and email and interact  with colleagues; co workers and customers in a respectful courteous manner.  You can do well if you make sure you are on task and on time.  They family works around personal needs way more then I expected and made accommodations for my school schedule.  Good pay; decent benefits and a busy atmosphere","This is a busy place and if you are a clock watcher or want to only do the minimum this is not the place for you.   The store gets noisy when busy between customers and telephones and if you need a quiet environment this is not the place for you.",5,--,--,--,--,--
326911,"Hess Print Solutions",www.hessprintsolutions.com,"Commercial Printing",1,,2,Dissatisfied,3.0,1.0,3.0,3.0,4.0,0.0,3978846,"2014-04-01 06:28:31.427",Employee,,"Great company that made critical hiring mistakes","Quality printer even with old equipment.  Work life balance was very good.","Hired a VP Marketing and it was not a needed position.  Hired a new President from Vertis who slashed and burnt until the entire management team was gone; then put it into bankruptcy.",2,--,--,--,--,--
854144,"Hesse Lignal",www.hesse-lignal.de,"Building & Personnel Services",1,https://media.glassdoor.com/sqll/854144/hesse-lignal-squarelogo-1436945336543.png,4,Satisfied,3.0,4.0,3.0,3.0,4.0,1.0,4750785,"2014-08-09 23:26:07.463","Sales Director","Dubai (United Arab Emirates)","Sales Director","when I do you mean a family based company; I mean Hesse Lignal. you feel it","Company is not ready for international or global operation even they have a lot of location.",4,"Hans J. Hesse & Jens Hesse",Geschäftsführer,0,0,0

718979,"21st Century Fox",www.21cf.com,"Motion Picture Production & Distribution",15,https://media.glassdoor.com/sqll/718979/21st-century-fox-squarelogo-1424873498087.png,3.7,Satisfied,3.2,3.3,3.3,2.9,3.2,0.8,8865651,"2015-12-09 06:36:38.227","National Sales Assistant","Chicago; IL","Fox Stations Sales","Great learning experience; supportive management; excellent office atmosphere.","Little room for growth in this position.",4,"Rupert Murdoch","Chairman & CEO",7,59,41

215,DuPont,www.dupont.com,"Chemical Manufacturing",703,https://media.glassdoor.com/sqll/215/dupont-squarelogo.png,3.5,Satisfied,3.6,2.6,3.5,3.2,3.7,0.6,9002652,"2015-12-26 06:58:09.967",Employee,"Wilmington; DE","Program Consultant","Fairly compensates employees via salary.  401K with 3% given and up to 6% match.  Ethical and safety conscious company.  Health benefits are average.  Professional and intelligent work group.","Frequent downsizing efforts.  Despite being a science company; they lack investment in IT across businesses.  Very risk adverse sometimes to the detriment of being decisive when needed.  Aging work population and slow to hire and retain and turnover business knowledge to younger recruits.",4,"Edward D. Breen","Interim Chairman and CEO",17,54,46

37984,Sears,www.searshc.com,"Department; Clothing; & Shoe Stores",6505,https://media.glassdoor.com/sqll/37984/sears-squarelogo.png,2.6,OK,2.5,2.2,2.3,2.5,2.8,0.3,9053388,"2016-01-02 14:28:24.093","Consultative Sales Associate","Mebane; NC","Too little communication","Friendly supervisors; Friendly customers; Supportive co workers","Overbearing management; relatively high turnover",4,"Edward S. Lampert","Chairman of the Board; Chief Executive Officer",1806,21,79
370,Kmart,www.kmartcorp.com,"General Merchandise & Superstores",2548,https://media.glassdoor.com/sqll/370/kmart-squarelogo.png,2.6,OK,2.6,2.4,2.0,2.3,2.8,0.4,9048552,"2016-01-01 18:50:09.097",Cashier,"Springboro; OH","Soft Lines Merchandiser","Team work is emphasized and respect is given equally to all and expected from all. Family like atmosphere. Given opportunities to work and learn about in different areas within the store.","Registers were outdated and too slow. This created poor customer service.",5,"Edward S. Lampert","Chairman & CEO - Sears Holdings",692,21,79
328648,"Sears Optical",www.searsoptical.com,"Department; Clothing; & Shoe Stores",34,https://media.glassdoor.com/sqll/328648/sears-optical-squarelogo.png,3,OK,3.6,3.1,3.2,2.6,3.2,0.5,8302784,"2015-10-14 17:39:54.343",Employee,,Employment,"Customers are a huge part of your job. You start knowing your regulars and really building relationships. A great job due to flexibly and room to grow in company.","Due to error in glasses orders; customer can be upset. Always make sure to keep a positive outlook.",5,"Andrea Guerra",CEO,6,38,62
1048934,"Sears Hometown and Outlet Stores",www.shos.com,"Home Centers & Hardware Stores",18,,2.9,OK,2.8,2.6,2.5,2.6,2.9,0.5,8971074,"2015-12-21 07:21:58.14","Program Manager","Hoffman Estates; IL","chaos unorganized disrespectful Management","Growing Ecommerce business but highly Political Power greedy Egocentric Upper Management.","Highly Political and Discrimination centric Management",3,"Will Powell","President & CEO",7,45,55
711594,"Dr Sears Wellness Institute",www.drsearswellnessinstitute.org,"Education Training Services",3,,3.9,Satisfied,3.9,3.9,4.2,4.2,3.5,0.7,5509716,"2014-12-09 14:46:15.1","Marketing & Client Resources",,"Expanding organization with room for growth","The values and mission of the organization inspire everyone to be their best because of the life-long impact the company is making in the lives of many around the world. Co-workers create an upbeat environment where the little things (like birthdays) are celebrated and the everyday struggles of life are listened to. Employees are compensated fairly and there is room for advancement in the organization. They were flexible with my scheduling needs when family circumstances arose. This is the perfect place for employees who are driven; honest; hardworking; team players; and enthusiastic. If you fit those characteristics; you would probably enjoy working here.","I is sometimes difficult to balance maintaining the highest levels of customer service and accomplishing some of the long-term objectives given the cyclical nature of the business.",5,--,--,--,--,--
783910,"Sears Pool Management Consultants",www.searspool.com,"General Repair & Maintenance",3,,4,Satisfied,4.0,3.0,3.4,3.2,2.6,1.0,9041341,"2015-12-31 09:40:51.117",Lifeguard,,Lifeguard,"Good pay; good bonus structure","Irregular scheduling; lack of communication sometimes",5,"Craig Sears","President & Founder",2,100,0
263963,"Sears Manufacturing",www.searsseating.com,"Industrial Manufacturing",2,https://media.glassdoor.com/sqll/263963/sears-manufacturing-squarelogo.png,1.9,Dissatisfied,2.5,1.5,2.5,1.9,2.5,0.0,3147748,"2013-10-07 07:53:35.977","Food Manager","Crystal Lake; IL","sears products are Good; and availability of products is positive.","hours; lunch breaks; smoke breaks; limited management INTERACTION. meeting at end of   shift for follow up on day events. in morning meeting to advise of expectation of the day.","lack of communication; consistent dumping customer issues on to sales people; not responding to calls for assistance;",3,--,--,--,--,--
723054,"Sears Methodist Retirement System",www.sears-methodist.com,"Real Estate",2,,3,OK,3.7,2.3,3.0,3.0,2.3,1.0,6612014,"2015-05-15 13:48:40.54","Human Resources Manager","Abilene; TX","Working for SMRS","I really liked the core values of the company and it's dedication to try and provide the very best care to our senior population.","The company made some not so good business decisions which led to the company going bankrupt.",3,"Gregory A. Williams","President and Chief Executive Officer",0,0,0
1054320,"Sears Home Services",www.searsclean.com,,2,,2.6,OK,2.1,2.6,2.6,2.6,1.5,0.5,7944019,"2015-09-14 11:37:28.907",Employee,,"Field marketing manager","Freedom; pay; bonus; perks; reimbursement.","Turnover; bonus hard to hit",4,--,--,--,--,--
225113,"Steve Sears Attorney",www.searsatty.com,Accounting,1,,5,"Very Satisfied",0.0,5.0,4.0,5.0,4.0,1.0,205402,"2009-04-10 10:45:46.44","Accounting Assistant Ll","Irvine; CA","Steven Sears Attorney Irvine tax @ acctg opportunity","Steven Sears Attorney Irvine offers a great opportunity for accounting professional s in the tax or acctg depts. The coworkers are very friendly and helpfull.  manager mike sears knows the tax dept and is good at in depth training.  Continuing Education is allways current. The in house seminars cover all the new law updates and help the staff know how to handle new challenges.  The training is on the job and the managers are well informed.  the clients are quite demanding but they are very professional in nature. many asset protection presentations.","overtine at tax season and a large workload from 1-1 to 4-15.  no vacation time at this time of year.  some out of town travel for seminars",5,"Steven Sears",Owner,0,0,0

2915,"New York Life",www.newyorklife.com,"Investment Banking & Asset Management",1248,https://media.glassdoor.com/sqll/2915/new-york-life-squarelogo.png,3.3,OK,3.6,3.2,3.3,3.3,3.3,0.6,9055494,"2016-01-02 21:36:16.813",Employee,,"Good place to work","Good culture; comfortable work environment; good pay and great benefits. Many locations for workplace flexibility.","Slow to change; like many large companies",5,"Ted Mathas","Chairman; President and  CEO",650,80,20
23269,"American Equity",www.american-equity.com,"Insurance Carriers",6,https://media.glassdoor.com/sqll/23269/american-equity-squarelogo-1425018446884.png,2.9,OK,2.9,2.7,2.7,2.8,4.5,0.5,5089832,"2014-10-02 19:31:40.803","Annuity Claims Administrator","West Des Moines; IA","Great company with incredible benefits and family atmosphere.","The position promotes recognition and a somewhat small family friendly workplace. Company stock has doubled in the past 18 months; helping to increase company stockholder value. Company stock value has not only helped increase stockholder value; but present itself as a known company on Wall street. 37 hour work-week and off at 1 on Fridays.","Auditing seems to be a bit much; but it helps keep its employees working hard; efficient and timely. Quality & quantity standards are kept to a high standard; but those are valuable for a company to ensure those standards are met.",5,"Wendy C. Waugaman","President; CEO; and Director",3,100,0
321773,"Standard Security Life Insurance Company",www.sslicny.com,"Insurance Carriers",1,,4,Satisfied,0.0,3.0,3.0,4.5,4.0,1.0,1141836,"2011-10-06 13:38:52.767",Employee,,"Enjoyed my time there very much.","Competitive pay; Great training in the field.","Goals are unrealistic and tough to get started.",4,"Roy Thung","Chief Executive Officer",0,0,0
19658,"Security Mutual Life",www.smlny.com,"Insurance Carriers",1,,4,Satisfied,0.0,4.5,4.0,4.0,4.5,1.0,1216826,"2011-11-28 10:48:32.29",Employee,"Binghamton; NY","Very good learning experience","Very flexible; people are very nice; the hours are very flexible; great benefits; great work atmosphere; and overall good company","Small company; computers and other machinereey are out of date; some inner politics do exist at the firm here not too bad though",4,"Bruce W. Boyea","Chairman; President and CEO",1,100,0
299593,"Max New York Life Insurance",www.maxnewyorklife.com,"Insurance Carriers",167,https://media.glassdoor.com/sqll/299593/max-new-york-life-insurance-squarelogo.png,3.6,Satisfied,3.7,3.4,3.2,3.5,3.3,0.8,9040608,"2015-12-31 07:48:22.023",Employee,,Associate,"Amazing company culture that no other company will offer","People say that salaries are a lot higher elsewhere in other industries",4,"Rajesh Sud","CEO & Managing Director",41,93,7

628257,"Mondelez International",www.mondelezinternational.com,"Food & Beverage Manufacturing",606,https://media.glassdoor.com/sqll/628257/mondelez-international-squarelogo.png,3.1,OK,3.0,2.8,3.3,2.8,3.0,0.5,9037645,"2015-12-30 18:54:15.317","Sales Service Representative","Oakdale; CA","Easy work; few negatives","The independence of this job is what's best most of the time. A ton of the job is driving; usually not far. So it's cool to drive around independently from location to location. The work is easy; and for the most part the people are nice to deal with. In my experience; management and Sales Reps are pleasant to talk to and are mostly sympathetic to your situation. The training can be limited; but it's honestly so easy to pick up.","For Merchandisers or Sales Service Reps; the hours aren't the greatest. You work most if not all weekends. Occasionally; it's hard to get hours during the week. Work can be very repetitive. Training can be hard to come by. Communication can be hard at times; as it's all over the phone. Sometimes it's hard to get a hold of upper management. Sometimes; expectations; especially during holidays are unrealistic. Pay is a little higher than most for merchandisers. Reimbursement for gas mileage however; is pretty low. Lots of wear and tear on your vehicle over time.",4,"Irene Rosenfeld","Chairman & CEO",274,56,44

35,"American Express",www.americanexpress.com,"Financial Transaction Processing",3175,https://media.glassdoor.com/sqll/35/american-express-squarelogo.png,3.6,Satisfied,3.7,3.2,3.5,3.3,3.8,0.7,8887079,"2015-12-10 19:54:33.09","Business Analyst","Phoenix; AZ","Business Systems Analyst","All the time I was there; the chance for advancement was there for the taking. You just had to take the initiative to inquire and do whatever it took to make it happen; even if it was a year later. The benefits and 401 k were amazing. I had so many wonderful managers and senior leader's. I learned so much and met so many amazing people. I met a few dear people that I have been friends with for almost 20 years so I am grateful I was able to start my career there.","Once I became a band 30; an analyst; no more leave right at 8 hrs and not worry about work.  Sometimes worked 50-55 hours a week. Working at home at night and on weekends. When we had product launches; sometimes had to go into the office at midnight and stay until the wee hours of the morning or be on calls all night. It was exhausting but it was your job and expected of you.",5,"Ken Chenault","Chairman and CEO",2094,88,12
546983,"American Express TRS",www.aeg.com.pk,"Travel Agencies",74,https://media.glassdoor.com/sqll/546983/american-express-trs-squarelogo.png,3.3,OK,3.4,3.0,3.5,3.1,3.6,0.6,8013837,"2015-09-20 12:24:07.58",Various,"Plantation; FL","Business Analyst","American Express is a great company to work with. Enjoyed many years of employment in their Telephone Call Center doing many different jobs; advancing to higher levels all the time.","American Express is growing too fast and continuing to outsource all the time",4,"Kenneth Chenault","Chairman & CEO; American Express",28,95,5
16068,"American Express Publishing",www.amexpub.com,Publishing,41,https://media.glassdoor.com/sqll/16068/american-express-publishing-squarelogo-1413240241324.png,3.7,Satisfied,4.1,3.4,3.1,3.1,3.8,0.8,7879320,"2015-09-08 16:08:58.227",Employee,,"Great place!","The people are great to work with.","There is no room for growth.",4,"Ed Kelly","President and CEO",30,83,17
1059540,"American Express Global Business Travel",www.amexglobalbusinesstravel.com,"Travel Agencies",33,https://media.glassdoor.com/sqll/1059540/american-express-global-business-travel-squarelogo-1442420232183.png,3.5,Satisfied,3.6,3.3,3.6,3.8,3.9,0.7,9015133,"2015-12-28 10:50:39.757",Employee,,"Corporate Travel Couselor","A god place to work. Good benefits and vacation time.","Things are not as good since joint venture.",4,"Bill Glenn","President & CEO",21,74,26
950172,Inspirato,www.inspirato.com,"Travel Agencies",29,https://media.glassdoor.com/sqll/950172/inspirato-squarelogo-1446024155879.png,4.3,"Very Satisfied",0.0,0.0,0.0,0.0,0.0,0.0,8990437,"2015-12-23 11:16:12.467","Membership Specialist","Denver; CO","Culture is number 1","The company culture defines the work experience at Insperato. It is extremely fast paced and exciting. We are growing very quickly and it is a great time to work here.","fast paced culture can be too fast sometimes. Must be able to deal with constant change and adapt well. Lower pay is compensated with benefits",5,--,--,--,--,--
611886,"Serve Virtual Enterprises; Inc.",www.serve.com,"Computer Hardware & Software",11,https://media.glassdoor.com/sqll/611886/serve-virtual-enterprises-inc-squarelogo-1431528526270.png,3.9,Satisfied,3.9,3.7,3.8,4.0,3.5,0.9,8762751,"2015-11-27 21:34:02.777","C# Developer","Saint Petersburg; FL","Sofware Engineer","Good Company to work with","Limited offices in different cities. Only few offices for software engineer",5,--,--,--,--,--
287268,"American Home Care Express",www.ahce.us,"Advertising & Marketing",4,https://media.glassdoor.com/sqll/287268/american-home-care-express-squarelogo-1441888710298.png,3.7,Satisfied,3.0,3.3,4.0,4.2,3.7,1.0,7749038,"2015-08-27 14:39:05.857","Patient Care Coordinator","Chicago; IL","Patience Care Coordinator","Great people to work for more family oriented. Give you a peace environment.","The cons were there patient load was low. Not enough patient to keep the employers.",5,--,--,--,--,--
878107,Travelink,www.travelink.com,"Travel Agencies",4,https://media.glassdoor.com/sqll/878107/travelink-squarelogo-1446043848272.png,3.1,OK,3.1,3.1,3.1,2.8,2.7,0.7,7467057,"2015-08-05 10:33:10.997",Employee,,"Change is Good","I changed industries to work in Travel after 16 years on automotive and happy to be associated with a midsize company that works with a big brand; American Express Travel.  In addition; I appreciate the strength in the leadership team to continue striving for excellence and willingness to change course to do so. Change isn't easy and most people don't care for it; but when you find something that works you don't just do that. You continue to hone it and keep it aimed at the future of your customers and industry. I have confidence Travelink will continue to operate in this manner.","It's different for everyone because we have a lot of people who work from home; the offices we have all operate in a unique way; we have independent advisors and the positions themselves are very different so offering benefits; incentives; and compensation packages that are ""fair"" to everyone is a challenge.",4,"Michael Dixon","President and Managing Partner",0,0,0
357261,"American Cargo Express",www.americancargoexpress.com,Airlines,3,,1.7,Dissatisfied,2.5,2.0,1.5,1.5,1.5,0.0,4752943,"2014-08-10 13:22:44.87",Employee,,"It was great experience.","I like pay and co workers job w as easy worked from home so that was a pro. Great benefit.","Over night hours team lead was hard to work with no support when tech issues or questions when leaving nest period.",3,--,--,--,--,--
951383,"American West",www.awest.com,"Transportation Management",3,,3.4,OK,3.1,2.1,3.6,3.1,4.1,0.6,8319007,"2015-10-15 21:10:14.873",Employee,,"Credit Analyst","Lots of support to help you move your career forward.  Bank is big enough to provide continual learning opportunities that expose you to many areas of the business.","The money is to be made by lending larger and larger amounts; so banker are focused on larger deals.  Big Bank mentality; not as focused on small business as local community banking",4,--,--,--,--,--

2913,Nationwide,www.nationwide.com,"Insurance Carriers",1219,https://media.glassdoor.com/sqll/2913/nationwide-squarelogo-1424298784356.png,3.7,Satisfied,3.8,3.2,3.4,3.5,3.6,0.7,9053412,"2016-01-02 14:31:23.483","Member Service Representative","Lynchburg; VA","Member care rep","Great pay 11 paid holidays","Constantly changing you have to use vacation time when you are sick",4,"Steve Rasmussen","CEO & Director",563,88,12

2341,Allstate,www.allstate.com,"Insurance Carriers",2149,https://media.glassdoor.com/sqll/2341/allstate-squarelogo.png,3.4,OK,3.5,3.1,3.2,3.2,3.5,0.6,9052576,"2016-01-02 11:47:39.583",Employee,,"Great Career","Great company; values; integrity; and overall Employment of employees. Customers are easy to work with and overall friendly. Great customer service.","The problems; misunderstandings; and discrepancies with billing seem to have gotten worse; more severe; and more frequent. The process of fixing billing issues is difficult to deal with for as often as billing issues arise.",5,"Thomas J. Wilson II","Chairman; President; and CEO",985,73,27
139418,"Allstate Northern Ireland",www.allstate.com,"IT Services",66,https://media.glassdoor.com/sqll/139418/allstate-northern-ireland-squarelogo-1437373327563.png,2.7,OK,3.0,2.4,2.8,2.6,3.6,0.6,8754521,"2015-11-26 08:57:00.707",Employee,,DEVELOPER,"Great Work Life Balance; including Flexi time; Working From Home & an excellent Sports & Social club.","Low Salaries for employees who have entered through graduate schemes and stayed loyal for many years. Promotion without a salary increase; what is the point? There are many people on much lower grades earning more.",3,"Bro McFerran","Managing Director",23,88,12
355952,"Allstates Consulting Services",www.allstatestech.com,"Computer Hardware & Software",11,https://media.glassdoor.com/sqll/355952/allstates-technical-services-squarelogo.png,3.3,OK,3.1,3.1,3.1,3.0,4.1,0.7,7393115,"2015-07-29 12:38:33.083","Business Development Manager","Raeford; NC",Sales,"Great atmosphere. The overall climate is upbeat. Makes going to work enjoyable.","There are not a lot of cons about the place if you do what you're supposed to do.",5,"Andrea Hopkey",President,1,100,0
828304,"Allstate Benefits",www.allstateatwork.com,"Insurance Agencies & Brokerages",9,https://media.glassdoor.com/sqll/828304/allstate-benefits-squarelogo-1447828926543.png,2.6,OK,3.0,2.7,2.4,2.0,2.8,0.5,8727312,"2015-11-23 09:52:29.017","Regional Sales Director","San Francisco; CA","Regioanl Sales Director","You're given relatively wide latitude to do your job. You're not micro managed. Good products for the market.","Poor on-boarding of new employees. Need to find many things on your own. Often slow to react to the market and opportunities.",3,--,--,--,--,--
303288,"Allstate Beverage Company",www.allstatebeverage.com,"Food & Beverage Manufacturing",5,https://media.glassdoor.com/sqll/303288/allstate-beverage-company-squarelogo-1448883781828.png,1.6,Dissatisfied,1.7,1.6,2.1,1.4,1.0,0.0,6611057,"2015-05-15 11:35:56.213",Sales,"Montgomery; AL",Salesman,"Some co-workers are friendly if you can find the ones that won't put you down to make themselves look better and some actually do care about you if it benefits them somehow.","Constantly being yelled at for the company's contradictions. No one knows what they are doing because you're told to pick beer up then don't send it back. Then they write you up either way. You are set up to fail from the moment they hire you. Managers don't help at all; they just track you constantly and expect you to complete your route and every other impossible task in one day where you work for 12-13 hrs and still don't get done. Dont expect family time. You'll be working long hours and also weekends if you don't get finished. This is not the job for someone who wants a healthy work/personal life balance. Meetings almost every week that last until 6:30 or 7:00 where you have to drive hours and get home at 9:00. Pay is crap. They barely offer a base; not enough to cover taxes and insurance. Break it down hourly and expect less than minimum wage. Work here and say goodbye to your wife; children; friends; and anything else you care about because you won't have time for it anymore and you'll be too stressed to enjoy what time you do have.",2,"Elliot B. Maisel","Chairman and CEO",0,0,0
22002,"W.D. Larson",www.allstatepeterbilt.com,"Vehicle Dealers",4,,2.4,Dissatisfied,2.1,2.4,3.3,2.6,2.8,0.3,8779669,"2015-11-30 11:37:37.75",Employee,,Management,"Great company. Good benefits. Lots of opportunities for advancement","Top down management style is difficult at times",5,"Jeff Vanthournout",President,3,37,63
415184,"Allstate Appraisal",www.allstateappraisal.net,"Investment Banking & Asset Management",4,https://media.glassdoor.com/sqll/415184/allstate-appraisal-squarelogo-1432014005087.png,2.6,OK,2.7,2.9,2.4,2.4,3.2,0.5,5647692,"2015-01-07 07:49:52.087",Management,"Chicago; IL","Growing company that may hold good opportunities","large enough to have competitive pay but not so large that ownership is completely out of touch with the employees.","locations are central to many areas of Chicago but still too far of a drive from several large suburbs around Chicagoland.",4,"Warren E. Albert",President,1,0,100
616289,"Allstate Human Resources",,Construction,4,https://media.glassdoor.com/sqll/616289/allstate-human-resources-squarelogo-1431529028283.png,4,Satisfied,3.4,1.9,3.5,2.9,4.5,0.5,8209700,"2015-10-07 08:21:59.403","Payroll Specialist","Allentown; PA","Great company","Great company to work for pay is good excellent Benifits management is great treats employees fair and with respect I'm satisfied with my position","401k is non existent pension plan is ok",4,--,--,--,--,--
711590,"Allstate Dealer Services",www.allstatedealerservices.com,"Advertising & Marketing",3,,3.3,OK,3.0,3.0,3.7,3.7,4.4,0.7,6353039,"2015-04-15 17:52:23.667",Employee,,"Client Relations","Great teamwork; offers a lot of opportunities to learn and grow within the role; and good pay.","Not enough opportunities to advance from this position.",4,--,--,--,--,--
1033693,"all state India private limited",www.allstate.com/india.aspx,,3,,3.7,Satisfied,3.0,2.0,4.5,3.0,1.5,0.0,8923751,"2015-12-15 09:37:11.613",Employee,,"Ok good to settle","Good work life balance; not much work load","no onsite; less exposure to learn new technologies",4,--,--,--,--,--

1975,"Tyson Foods",www.tysonfoods.com,"Food & Beverage Manufacturing",310,https://media.glassdoor.com/sqll/1975/tyson-foods-arkansas-squarelogo-1384796240896.png,3.5,Satisfied,3.4,3.2,3.7,3.4,3.1,0.7,8904013,"2015-12-13 07:27:10.253",Sanitation,"Nashville; AR",Sanitation,"Good company; works as a team.","You might become more responsible and a better person w the opportunities tyson gives you.",5,"Donnie Smith",CEO,121,81,19

